Coursename,CRN,Department,CourseID,Section,Level,Credits,Prerequisites,timeslot,Day,Location,Term,Roomtype,Instructor,Capacity
Physical Geology Lab,16794,GEO,101,3,Undergraduate ,3,,9:35 am - 12:15 pm,R,Shineman Center 372,Spring2016,Laboratory,J Graham   Bradley,30
Dinosaurs!,19702,GEO,105,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 170,Spring2016,Lecture,Diana L  Boyer,30
Environmental Sustainability,16786,GEO,115,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 174,Spring2016,Lecture,J Graham   Bradley,30
Environmental Sustainability,16801,GEO,115,6,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Kevin John  Finerghty,30
Historical Geology,14730,GEO,200,7,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 175,Spring2016,Lecture,Nandini   Kar,30
Historical Geology Lab,14902,GEO,201,1,Undergraduate ,3,,9:35 am - 12:15 pm,T,Shineman Center 372,Spring2016,Laboratory,Nandini   Kar,30
Historical Geology Lab,19168,GEO,201,2,Undergraduate ,3,,2:20 pm - 5:15 pm,R,Shineman Center 372,Spring2016,Laboratory,Nandini   Kar,30
Earth Resources,18002,GEO,305,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Shineman Center 174,Spring2016,Lecture,Rachel   Lee,30
Earth Resources,18816,GEO,305,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,David   Valentino,30
Earth's Fury,18809,GEO,315,5,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Kevin John  Finerghty,30
ST:Intro to GIS,19321,GEO,390,6,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Shineman Center 370,Spring2016,Lecture,Rachel   Lee,30
ST: Intro to GIS Lab,18810,GEO,390,7,Undergraduate ,3,,9:35 am - 12:15 pm,T,Shineman Center 377,Spring2016,Laboratory,Rachel   Lee,30
ST: Exploration Geology,19710,GEO,390,1,Undergraduate ,3,,9:35 am - 12:30 pm,R,Shineman Center 370,Spring2016,Lecture,David   Valentino,30
Petrology,11126,GEO,416,2,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Shineman Center 370,Spring2016,Lecture,David   Valentino,30
Petrology Lab,14160,GEO,416,3,Undergraduate ,3,,2:20 pm - 5:15 pm,T,Shineman Center 375,Spring2016,Laboratory,David   Valentino,30
Paleontology,13170,GEO,440,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Shineman Center 370,Spring2016,Lecture,Diana L  Boyer,30
Paleontology Lab,14162,GEO,440,5,Undergraduate ,3,,9:35 am - 12:30 pm,T,Shineman Center 370,Spring2016,Laboratory,Diana L  Boyer,30
Engineering Geology,19749,GEO,460,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Shineman Center 370,Spring2016,Lecture,J Graham   Bradley,30
Elementary German,11174,GER,101,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 142,Spring2016,Lecture,John F  Lalande,30
Continuing Elementary German,11158,GER,102,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 231,Spring2016,Lecture,Johanna M  Henry,30
Continuing Elementary German,11159,GER,102,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 242,Spring2016,Lecture,Johanna M  Henry,30
Continuing Intermediate German,11160,GER,202,3,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Marano Campus Center 256,Spring2016,Lecture,Ana   Djukic-Cocks,30
German Songs and Ballads,19842,GER,205,4,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 258,Spring2016,Lecture,John F  Lalande,30
Advanced German B,15906,GER,302,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Marano Campus Center 256,Spring2016,Lecture,Ana   Djukic-Cocks,30
"Deutsche Lieder,Song undBallad",19841,GER,305,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Marano Campus Center 258,Spring2016,Lecture,John F  Lalande,30
Survey Germ Lit&CultureB,19835,GER,351,7,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Marano Campus Center 256,Spring2016,Lecture,Ana   Djukic-Cocks,30
Internship,19836,GER,498,1,Undergraduate ,3,,3:00 pm - 4:45 pm,M,TBA,Spring2016,Internship,Ana   Djukic-Cocks,30
Principles of Accounting I,10016,ACC,201,2,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 320,Spring2016,Lecture,Heather   Losi,30
Principles of Accounting I Lab,14053,ACC,201,3,Undergraduate ,3,,8:25 am - 9:20 am,R,Rich Hall 320,Spring2016,Laboratory,Sara Jane  Mayo,30
Principles of Accounting I,10018,ACC,201,4,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 223,Spring2016,Lecture,Susan   Wright,30
Principles of Accounting I Lab,14054,ACC,201,5,Undergraduate ,3,,8:25 am - 9:20 am,R,Rich Hall 223,Spring2016,Laboratory,Kerry Kathleen  McSweeney,30
Principles of Accounting I,17886,ACC,201,6,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 223,Spring2016,Lecture,Heather   Losi,30
Principles of Accounting I Lab,17900,ACC,201,7,Undergraduate ,3,,8:00 am - 8:55 am,W,Rich Hall 223,Spring2016,Laboratory,Daniel Peter  Toscano,30
Principles of Accounting I,17884,ACC,201,1,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 223,Spring2016,Lecture,Susan   Wright,30
Principles of Accounting I Lab,17898,ACC,201,2,Undergraduate ,3,,8:25 am - 9:20 am,T,Rich Hall 223,Spring2016,Laboratory,Sheneya   Wilson,30
Principles Of Accounting II,10020,ACC,202,3,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 221,Spring2016,Lecture,Charles   Spector,30
Principles Accounting II Lab,14056,ACC,202,4,Undergraduate ,3,,8:25 am - 9:20 am,T,Rich Hall 221,Spring2016,Laboratory,Anthony Michael  Andron,30
Principles Of Accounting II,10022,ACC,202,5,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Rich Hall 223,Spring2016,Lecture,Heather   Losi,30
Principles Accounting II Lab,14057,ACC,202,6,Undergraduate ,3,,12:40 pm - 1:35 pm,W,Rich Hall 223,Spring2016,Laboratory,Matthew Alexander  Sliker,30
Principles Of Accounting II,10024,ACC,202,7,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Rich Hall 320,Spring2016,Lecture,Eric M  Ramon,30
Principles Accounting II Lab,14058,ACC,202,1,Undergraduate ,3,,1:50 pm - 2:45 pm,W,Rich Hall 320,Spring2016,Laboratory,Anthony Michael  Andron,30
Principles Accounting II,10028,ACC,202,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 221,Spring2016,Lecture,Charles   Spector,30
Principles Accounting II Lab,14061,ACC,202,3,Undergraduate ,3,,3:55 pm - 4:50 pm,T,Rich Hall 221,Spring2016,Laboratory,James Robert  Cordon,30
Principles Of Accounting II,17887,ACC,202,4,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Rich Hall 221,Spring2016,Lecture,Charles   Spector,30
PrinciplesOf Accounting II Lab,17899,ACC,202,5,Undergraduate ,3,,3:55 pm - 4:50 pm,R,Rich Hall 221,Spring2016,Laboratory,Jay William  Hassey,30
Principles Of Accounting II,18667,ACC,202,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 223,Spring2016,Lecture,Heather   Losi,30
Principles Of Accounting IILAB,18668,ACC,202,7,Undergraduate ,3,,12:40 pm - 1:35 pm,M,Rich Hall 223,Spring2016,Laboratory,Bilikiz Mopelola  Adebayo,30
Intermediate Accounting I,10031,ACC,301,1,Undergraduate ,3,,9:35 am - 10:55 am,TR,Rich Hall 220,Spring2016,Lecture,Joan M  Carroll,30
Intermediate Accounting I Lab,14052,ACC,301,2,Undergraduate ,3,,8:25 am - 9:20 am,T,Rich Hall 219,Spring2016,Laboratory,Dario   Alburquerque,30
Intermediate Accounting I,14832,ACC,301,3,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Rich Hall 323,Spring2016,Lecture,Joan M  Carroll,30
Intermediate Accounting I-LAB,14833,ACC,301,4,Undergraduate ,3,,8:25 am - 9:20 am,R,Rich Hall 219,Spring2016,Laboratory,Brandon Thomas  Messecar,30
Intermediate Accounting II,10033,ACC,302,5,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Rich Hall 221,Spring2016,Lecture,Andrea Maria Anastasia  Pagano,30
Intermediate Accounting II,12657,ACC,302,6,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Rich Hall 320,Spring2016,Lecture,Joan M  Carroll,30
Accounting Information Systems,12658,ACC,305,7,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 324,Spring2016,Lecture,Thomas J  Tribunella,30
Accounting Information Systems,18669,ACC,305,1,Undergraduate ,3,,4:35 pm - 5:55 pm,MW,Rich Hall 324,Spring2016,Lecture,Thomas J  Tribunella,30
Cost Accounting,10035,ACC,310,2,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Rich Hall 324,Spring2016,Lecture,Debra A.  Geroux,30
Cost Accounting,18219,ACC,310,3,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 324,Spring2016,Lecture,Debra A.  Geroux,30
Acct as Management Tool,12659,ACC,321,4,Undergraduate ,3,,3:55 pm - 5:15 pm,TR,Rich Hall 319,Spring2016,Lecture,Susan   Wright,30
Auditing,10038,ACC,430,5,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Rich Hall 319,Spring2016,Lecture,Hema   Rao,30
Auditing,18665,ACC,430,6,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Rich Hall 319,Spring2016,Lecture,Hema   Rao,30
Advanced Accounting,10041,ACC,440,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Rich Hall 323,Spring2016,Lecture,Andrea Maria Anastasia  Pagano,30
Content Methods; English,19917,ADO,310,1,Undergraduate ,3,,4:30 pm - 8:30 pm,M,Hewitt Union 228B,Spring2016,Recitation or Discussion,Sharon G  Kane,30
Field Placement III: English,19922,ADO,313,2,Undergraduate ,3,,TBA,TBA,Off Campus ,Spring2016,Activity,Sharon G  Kane,30
Content Methods:Social Studies,19936,ADO,350,3,Undergraduate ,3,,4:30 pm - 8:30 pm,M,Sheldon Hall 332,Spring2016,Recitation or Discussion,Ritu   Radhakrishnan,30
Field PlacementIII:Social Stud,19938,ADO,353,4,Undergraduate ,3,,TBA,TBA,Off Campus ,Spring2016,Activity,Ritu   Radhakrishnan,30
Interdisciplinary Methods,10346,ADO,394,5,Undergraduate ,3,,4:30 pm - 7:30 pm,W,Hewitt Union 228C,Spring2016,Recitation or Discussion,David Paul  Parisian,30
Interdisciplinary Methods,20060,ADO,394,6,Undergraduate ,3,,4:30 pm - 7:30 pm,T,Sheldon Hall 332,Spring2016,Recitation or Discussion,Roshmi M  Mishra,30
Archaeology & Human Evolution,10452,ANT,111,7,Undergraduate ,3,,10:20 am - 11:15 am,MWF,Mahar Hall 309,Spring2016,Lecture,Douglas   Pippin,30
Archaeology & Human Evolution,18675,ANT,111,1,Undergraduate ,3,,3:00 pm - 5:50 pm,M,Mahar Hall 309,Spring2016,Lecture,Edward Wesley Duane  Quates,30
Cultural Anthropology,18678,ANT,112,2,Undergraduate ,3,,12:45 pm - 2:05 pm,TR,Lanigan Hall 103,Spring2016,Lecture,Kristin   Kant-Byers,30
Cultural Anthropology,10459,ANT,112,3,Undergraduate ,3,,8:00 am - 8:55 am,MWF,Lanigan Hall 103,Spring2016,Lecture,Lindsay   Bell,30
Introductory Archaeology,18674,ANT,230,4,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Mahar Hall 309,Spring2016,Lecture,Douglas   Pippin,30
Sex and Gender Across Cultures,19670,ANT,300,5,Undergraduate ,3,,12:40 pm - 1:35 pm,MWF,Mahar Hall 122,Spring2016,Lecture,Lindsay   Bell,30
T:LifeInAmericaEthnoOfEveryday,18670,ANT,301,6,Undergraduate ,3,,1:50 pm - 2:45 pm,MWF,Mahar Hall 208,Spring2016,Lecture,Lindsay   Bell,30
T:Feast/Famine:AnthOfNutrition,18671,ANT,301,7,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 202,Spring2016,Lecture,Kristin   Kant-Byers,30
Teaching Anthropology I,19200,ANT,302,1,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Lecture,Stephen C  Saraydar,30
Eth.TreatmentofNonhumanPrimate,15798,ANT,303,2,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 104,Spring2016,Lecture,Kathleen A  Blake,30
Explorations in Archaeology,18676,ANT,332,3,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Stephen C  Saraydar,30
Experimental Archaeology,18677,ANT,335,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Stephen C  Saraydar,30
Medical Anthropology,19999,ANT,355,5,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 309,Spring2016,Lecture,Kristin   Kant-Byers,30
Culture History of theIroquois,13223,ANT,356,6,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 309,Spring2016,Lecture,Kevin J  White,30
Teaching Anthropology,10458,ANT,402,7,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Lecture,Stephen C  Saraydar,30
ANT Issue:History/Theory/Metho,10450,ANT,410,1,Undergraduate ,3,,9:10 am - 10:05 am,MWF,Mahar Hall 307,Spring2016,Lecture,Kathleen A  Blake,30
Intro to the Visual Arts,18069,ART,100,2,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Lanigan Hall 102,Spring2016,Lecture,Justin Anty  Mastrangelo,30
Intro to the Visual Arts,14911,ART,100,3,Undergraduate ,3,,5:00 pm - 6:20 pm,MW,Lanigan Hall 107,Spring2016,Lecture,William   DeMott,30
Intro to the Visual Arts,18826,ART,100,4,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Alesha Marie  Hall,30
T:Trad Media/Methods Ceramics,15697,ART,102,5,Undergraduate ,3,,10:20 am - 12:25 pm,MW,Hewitt Union 1B,Spring2016,Studio,Jeffrey A  Schwarz,30
T:Trad Media/Methods Design,18824,ART,102,6,Undergraduate ,3,,1:50 pm - 3:55 pm,MW,Wilber 110,Spring2016,Studio,William   DeMott,30
TEMM: Intro to Digital Media,19855,ART,103,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Alesha Marie  Hall,30
Design Concepts I-2D,16149,ART,105,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 7A,Spring2016,Studio,Mary D.  Pierce,30
Design Concepts I-2D,19868,ART,105,2,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 7A,Spring2016,Studio,Mary D.  Pierce,30
Design Concepts II-3D,14928,ART,106,3,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 7B,Spring2016,Studio,Richard   Metzgar,30
Design Concepts II-3D,17796,ART,106,4,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7B,Spring2016,Studio,Benjamin R  Entner,30
Design Concepts II,10496,ART,205,5,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Wilber 110,Spring2016,Studio,Amy E.  Bartell,30
Digital Media-Static,15699,ART,207,6,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 34,Spring2016,Studio,Elizabeth Nichole  Hunt,30
Digital Media-Static,15700,ART,207,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Lanigan Hall 36,Spring2016,Studio,Elizabeth Nichole  Hunt,30
Typography,15702,ART,209,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1A,Spring2016,Studio,Paul   Mazzucca,30
Typography,18982,ART,209,2,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Hewitt Union 1A,Spring2016,Studio,Carla A  Senecal,30
Drawing I,10523,ART,210,3,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Wilber 117,Spring2016,Studio,Jason M  Cheney,30
Drawing I,16151,ART,210,4,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Wilber 117,Spring2016,Studio,Jason M  Cheney,30
Painting I,10524,ART,215,5,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Wilber 121,Spring2016,Studio,Christopher   McEvoy,30
Intro to Printmaking,10654,ART,225,6,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 1A,Spring2016,Studio,Mary D.  Pierce,30
Ceramics I,10511,ART,230,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 1B,Spring2016,Studio,Jeffrey A  Schwarz,30
Intro to Digital Photography,10486,ART,243,1,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Hewitt Union 213A,Spring2016,Studio,Peter   Cardone,30
Intro to Digital Photography,10487,ART,243,2,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Hewitt Union 213A,Spring2016,Studio,Peter   Cardone,30
Intro to Digital Photography,13594,ART,243,3,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 213A,Spring2016,Studio,Julieve   Jubin,30
Intro to Digital Photography,19856,ART,243,4,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Hewitt Union 213A,Spring2016,Studio,Marissa L.  Hill,30
West Hert I-Survy Art I,14909,ART,250,5,Undergraduate ,3,,6:00 pm - 7:30 pm,TR,Lanigan Hall 107,Spring2016,Lecture,Benjamin R  Entner,30
West HertII-Survy Art II,10490,ART,251,6,Undergraduate ,3,,11:30 am - 12:25 pm,MWF,Lanigan Hall 107,Spring2016,Lecture,Lisa K  Langlois,30
West HertII-Survy Art II,19874,ART,251,7,Undergraduate ,3,,TBA,TBA,"100% web, no face to face ",Spring2016,Distance Learning,Lisa A  Seppi,30
Wood Design,19854,ART,260,1,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Hewitt Union 7B,Spring2016,Activity,Steven   Ginsburg,30
Figure Drawing I,15079,ART,300,2,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Wilber 117,Spring2016,Studio,Juan   Perdiguero,30
Motion Graphics I,19065,ART,304,3,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Lanigan Hall 36,Spring2016,Lecture,Paul   Mazzucca,30
Type and Image,15710,ART,307,4,Undergraduate ,3,,6:10 pm - 9:00 pm,MW,Lanigan Hall 34,Spring2016,Studio,Paul   Mazzucca,30
Type and Image,15711,ART,307,5,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Lanigan Hall 34,Spring2016,Studio,Carla A  Senecal,30
Type and Image-Static,15712,ART,308,6,Undergraduate ,3,,6:00 pm - 9:00 pm,TR,Lanigan Hall 34,Spring2016,Studio,Kacie Marie  Haynes,30
Multimedia I,15714,ART,309,7,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Lanigan Hall 36,Spring2016,Studio,Cara B  Thompson,30
Intermediate Drawing,10531,ART,310,,Undergraduate ,3,,9:10 am - 12:25 pm,MW,Wilber 121,Spring2016,Studio,Juan   Perdiguero,30
Intro to Illustration I,10467,ART,312,1,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Wilber 110,Spring2016,Studio,Amy E.  Bartell,30
Digital Illustration I,10474,ART,313,2,Undergraduate ,3,,11:30 am - 1:30 pm,MWF,Lanigan Hall 34,Spring2016,Studio,Carla A  Senecal,30
Painting II,10532,ART,315,3,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Wilber 121,Spring2016,Studio,Christopher   McEvoy,30
Painting III,10525,ART,316,4,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Wilber 121,Spring2016,Studio,Christopher   McEvoy,30
Web Media I,15723,ART,317,5,Undergraduate ,3,,9:10 am - 11:15 am,MWF,Lanigan Hall 36,Spring2016,Studio,Rebecca Wendy  Mushtare,30
3-D Modeling and Animation,19807,ART,318,6,Undergraduate ,3,,10:00 am - 2:00 pm,S,Lanigan Hall 36,Spring2016,Studio,Lisa A.  DuBois,30
Figure Painting,19857,ART,321,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Wilber 117,Spring2016,Studio,Juan   Perdiguero,30
Drawing for Transfer Students,15346,ART,322,1,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Wilber 121,Spring2016,Studio,Christopher   McEvoy,30
Digital Media-Transfer Student,15007,ART,323,2,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Lanigan Hall 34,Spring2016,Studio,Carla A  Senecal,30
Screen Printing,10655,ART,326,3,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1A,Spring2016,Studio,Justin Anty  Mastrangelo,30
Ceramics II,10543,ART,330,4,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 1B,Spring2016,Studio,Jeffrey A  Schwarz,30
ST:LetterPress/PhotoPolymerPri,18979,ART,333,5,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 1A,Spring2016,Studio,Kelly L  Roe,30
Art Therapy,18990,ART,336,6,Undergraduate ,3,,2:20 pm - 5:15 pm,TR,Hewitt Union 7A,Spring2016,Studio,Melissa   Cardone,30
Experimental Photography,18830,ART,342,7,Undergraduate ,3,,2:00 pm - 5:00 pm,MW,Hewitt Union 213A,Spring2016,Studio,Julieve   Jubin,30
Intermediate Digital Photo,14923,ART,343,1,Undergraduate ,3,,6:00 pm - 9:00 pm,MW,Hewitt Union 213A,Spring2016,Studio,Peter   Cardone,30
Puppets and Performing Objects,19028,ART,347,2,Undergraduate ,3,,9:35 am - 12:30 pm,TR,Hewitt Union 7B,Spring2016,Studio,Benjamin R  Entner,30
Creative Code for Vis Artist I,19860,ART,348,3,Undergraduate ,3,,11:30 am - 1:35 pm,MWF,Lanigan Hall 36,Spring2016,Studio,Rebecca Wendy  Mushtare,30
20th Century Art,19870,ART,353,4,Undergraduate ,3,,9:35 am - 10:55 am,TR,Mahar Hall 214,Spring2016,Lecture,Lisa A  Seppi,30
Japanese Art,18842,ART,369,5,Undergraduate ,3,,3:00 pm - 4:20 pm,MW,Mahar Hall 214,Spring2016,Lecture,Lisa K  Langlois,30
Asian Art Through Silk Road,18838,ART,374,6,Undergraduate ,3,,2:20 pm - 3:40 pm,TR,Mahar Hall 214,Spring2016,Lecture,Lisa K  Langlois,30
Contemporary Museum Issues,17846,ART,381,7,Undergraduate ,3,,11:10 am - 12:30 pm,TR,Mahar Hall 119,Spring2016,Lecture,Michael K.  Flanagan,30
Graphic Design Facility Manage,16900,ART,395,1,Undergraduate ,3,,2:00 pm - 5:00 pm,F,Lanigan Hall 33,Spring2016,Studio,Jenilee A.  Ward,30
"Two Dimensional,Experi.Studio",10661,ART,396,2,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Cara B  Thompson,30
"Two Dimensional,Experi.Studio",13193,ART,396,3,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Christopher   McEvoy,30
"Two Dimensional,Experi.Studio",14099,ART,396,4,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Cynthia A  Clabough,30
"Two Dimensional,Experi.Studio",17136,ART,396,5,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Peter   Cardone,30
"Two Dimensional,Experi.Studio",14101,ART,396,6,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Paul   Mazzucca,30
"Two Dimensional,Experi.Studio",17137,ART,396,7,Undergraduate ,3,,TBA,TBA,TBA,Spring2016,Studio,Judith Ann  Benedict,30
